3997,"Talk Number"
3559,"DE7","＜原来当初任教主以”葵花*  宝典”传他，当初便没怀*  善意．＞*＜两人尔虞我诈各怀心机＞"
3560,"DE8","任我行将那《葵花宝典》放*在双掌中一搓，功力到处，*原已十分陈旧的册页登时化*为碎片。"
3561,"DE9","这种害人东西，毁了最好。"
3562,"DEA","小兄弟，这一役诛奸复位，*你实占首功．不如加入我日*月神教，我可以给你个副教*主做做，待我百年之后，这*教主的位置就是你的，如何*？"
3563,"DEB","＜区区一个教主，我很希罕*吗？＞任教主的好意，在下*心领了。我还要去寻找十四*天书，恕不能从命。告辞了*。"
3564,"DEC","小兄弟，回心转意了吗？要*不要加入我日月神教？"
3565,"DED","小兄弟，我向问天就喜欢结*交你这样的汉子！"
3566,"DEE","黑木崖乃日月神教总坛所在*，非我教人员不得入内。"
3567,"DEF","圣、圣姑，属下参见圣姑！"
3568,"DF0","还不快让开！"
3569,"DF1","是！"
3570,"DF2","师父！"
3571,"DF3","谁是你师父了？岳某早跟你*脱却了师徒名份．"
3572,"DF4","弟子做错了不少事，愿领师*父重责，只是．．．．．．**只是逐出门墙的责罚，务请*师父收回成命．"
3573,"DF5","唉！我何尝不想呢？在此五*狱并派紧要之急，你师弟他*们的功夫还不到家．．．．*下月十五的嵩山大会过後，*华山派还能存在吗？重回华*山．．．到时再说吧！"
3574,"DF6","近日江湖盛传五岳剑派将在*下月十五，於嵩山召开大会*讨论并派之事．*不知岳先生对此有何看法．"
3575,"DF7","我华山创派二百余年，中间*曾有气宗，剑宗之争．**在下念及当日两宗自相残杀*的惨状，至今兀自不寒而栗*．．．．．．*因此在下深觉武林中的宗派*门户，分不如合．*千百年来江湖上仇杀斗殴，*不知有多少武林同道死於非*命，推原溯因，泰半是因门*户之见而起．*在下常想倘若武林之中并无*门户宗派之别，天下一家，*人人皆如同胞手足．*那麽种种流血惨剧，十成中*至少可以减去九成．**英雄豪杰不致盛年丧命，世*上也少了许许多多无依无靠*的孤儿寡妇．"
3576,"DF8","岳先生人称”君子剑”，*果然名不虚传，*深具仁者之心．*武林中人只要都如岳先生这*般想法，天下的腥风血雨，*刀兵纷争，便都泯於无形了．"
3577,"DF9","其实这一些浅见，其他的武*林前辈一定也都想过．**他们都知道门户派别的分歧*大有祸害，为甚麽不能痛下*决心，予以消除？*在下大惑不解，於此事苦思*多年，直到前几日才恍然大*悟，明白了其中的关窍所在"
3578,"DFA","岳先生的见地，*定然是很高明的．"
3579,"DFB","在下潜心思索，发觉其中道*理，原来在一个”急”字与*”渐”字的差别．"
3580,"DFC","历来武林中的有心人，盼望*消除门户派别，往往操之过*急，*要一举而将天下所有宗派门*户之间的界限，尽数消除．**殊不知积重难返，武林中的*宗派，大者数十小者过千，*每个门户都有数十年乃至千*百年的传承，要一举而消除*之，确是难於登天 ．"
3581,"DFD","不知那嵩山派左掌门为何如*此急着要合并五岳剑派．"
3582,"DFE","左冷禅野心极大，*他想要做武林中的第一人．**当初当上五岳剑派盟主，*那只是第一步．第二步是要*将五派归一，由他自任掌门*五派归一之後，实力雄厚，*便可隐然与少林，武当成为*鼎足而三之势．*到时他会进一步蚕食崑仑，*峨嵋，崆峒，青城诸派，*一一将之合并．*然後他向魔教挑战，率领少*林，武当诸派，一举将魔教*挑了，这是第四步．"
3583,"DFF","这种事情难办之极，左冷禅*的武功未必当世无敌，*他何以要花偌大心力？"
3584,"E00","人心难测．世上之事，不论*多麽难办，总是有人要去试*上一试．*左冷禅若能灭了魔教，在武*林中已是唯我独尊之势，**再要吞并武当，收拾少林，*也未始不能．**干办这些大事，*那也不是全凭武功．"
3585,"E01"," 原来左冷禅是要天下武林之*士，个个遵他号令．"
3586,"E02","那时只怕他想做皇帝了，*做了皇帝之後，又想长生不*老，万寿无疆！*这叫”人心不足蛇吞象”，*自古以来，皆是如此．**英雄豪杰之士，绝少有人能*逃得过这”权位”的关口．"
3587,"E03","人生数十年，但贵适意，*却又何苦如此？**左冷禅要消灭崆峒，崑仑，*吞并少林，武当，不知将杀*多少人，流多少血？*岳先生，我们必须阻止左冷*禅，不让他野心得逞，以免*江湖之上，遍地血腥．"
3588,"E04","下月十五的嵩山大会上，*岳某将尽力而为．"
3589,"E05","到时我一定去帮你．"
3590,"E06","是啊，师父，*到时我们一定会去帮你．"
3591,"E07","只盼你能立了大功，*我才有理由让你重回华山门*下．"
3592,"E08","兄弟，下月十五，我们一定*要到嵩山去阻止左冷禅的阴*谋！"
3593,"E09","小师妹岳灵珊已经和小师弟*林平之成亲了。可是我看林*师弟总是专心练剑，一点也*不像新婚燕尔的样子。"
3594,"E0A","我五岳剑派同气连枝，百余*年来携手结盟，早便如同一*家．*兄弟忝为五派盟主，亦已多*历年所．只是近来武林中出*了不少大事，兄弟与五岳剑*派的前辈师兄们商量，均觉*若非连成一派，统一号令，*来日大难，只怕不易抵挡．"
3595,"E0B","不知左盟主和那一派的前辈*师兄们商量过了？怎地我莫*某人不知其事？"
3596,"E0C","兄弟适才说到，武林中出了*不少大事，五派非合而为一*不可．*其中一件大事，便是咱们五*派中人，自相残杀，不顾同*盟义气．*莫大先生，我嵩山派弟子费*师弟，在衡山城外丧命．**有人亲眼目睹，说是你莫大*先生下的毒手，不知此事可*真？"
3597,"E0D","并无其事！谅莫某这一点微*末道行，怎杀得了那大嵩阳*手？"
3598,"E0E","莫兄，这件事你也不用太过*担心，等我五派合并之後，*莫兄和我也是师兄弟了．*死者已矣，活着的人又何必*再逞凶杀，多造杀孽？*莫兄，你说是不是呢？"
3599,"E0F","哼！"
3600,"E10","南岳衡山派於并派之议，是*无意见了．东岳泰山派天门*道兄，贵派意思如何？"
3601,"E11"," 泰山派自祖师爷东灵道长创*派以来，已三百余年．贫道*无德无能，不能发扬光大泰*山一派，可是这三百多年的*基业，说什麽也不能自贫道*手中断绝．*并派之议，万万不能从命．"
3602,"E12","道兄此言差矣．五派合并後*我五岳派声势壮大，其下各*个弟子，那一个不沾到光？*道兄何必为这区区泰山派掌*门一职的私心，而阻扰了全*派的大业．"
3603,"E13","我这掌门人，做不做有什麽*干系？只是泰山一派，恁说*也不能在我手中给人并吞．"
3604,"E14","道兄说了这麽多，*心中却就是为了放不下掌门*人的名位．"
3605,"E15","你真道我是如此私心？*好，从此刻起，我这掌门人*不做了．．．"
3606,"E16","道兄是赞成此事了．．．"
3607,"E17","你．．．．．．"
3608,"E18","＜这老道性子太急了，一被*激就着了人家的道＞"
3609,"E19","左盟主已然身为五岳剑派盟*主，位望何等尊崇，何必定*要并五派，由一人任掌门．"
3610,"E1A","师太此言差矣．左某只是提*议五派合并．**这掌门之位，当然还是要由*我五派之人推举出来．"
3611,"E1B","我看别讨论了，学武之人，*就在武功下见真章．*来来来，有谁要跟我打？"
3612,"E1C","不知阁下是谁？竟擅闯我嵩*山派，你不知道我五岳派在*此聚会吗？"
3613,"E1D"," 这位少侠前些时日来到我华*山，*我已让他入我华山派了．"
3614,"E1E","原来是华山派的弟子，照如*此说，岳先生也是赞成这*”比剑夺帅”的方法了？"
3615,"E1F","比剑夺帅，原也是一法，*但只可点到为止，*以免伤了和气．"
3616,"E20","原来华山派是赞成并派的，*我天门就先来领教你华山派*的高招．"
3617,"E21","让我定闲来领教领教华山派*的高招．"
3618,"E22","你连战两场，*先下去休息吧．"
3619,"E23","没关系，少年人体力充沛，*莫掌门请出手吧．"
3620,"E24","真所谓”长江後浪推前浪”*华山派岳先生为了今天，*想必已筹划很久了吧．*若左某也败了，我嵩山派自*当奉岳先生为掌门．"
3621,"E25","终於都解决了，好累．*左冷禅，看来你的阴谋是无*法达成了．"
3622,"E26","我不该低估你的．*岳不群．想不到你的心计比*我还深，左某是输你一筹．"
3623,"E27","胡说八道，人家岳先生才不*想做什麽掌门呢．**今天我来，其最主要的就是*要阻止你并派的阴谋．"
3624,"E28","岳兄当真不做这五岳派的掌*门？"
3625,"E29","没错，我是跟这位少侠提到*过，急於合并各派，实是难*如登天，且会引起武林纠纷"
3626,"E2A","你看，我说的没错吧．"
3627,"E2B","但是各家门派如能择地域相*近，武功相似，又或相互交*好，先行进行合并．*则十年八年之内，门户宗派*便可减少一大半．慢慢来的*话问题较小．*咱们五岳剑派今日合成五岳*派，就可为各家各派树一典*范，他日必能成为武林中千*古艳称的盛举．"
3628,"E2C","＜事情怎会变成这样？好像*跟我想的不太一样！＞"
3629,"E2D","嗯，五岳派今日新创，百废*待举，在下只能总领其事，*各派的事务，还是由各派原*任掌门主持．***咱们五岳派今日合并，若不*能和衷同济，那麽五派合并*云云，也只是虚名而已．*在下无德无能，暂且执掌本*门门户，种种兴革，还须和*众位兄弟从长计议，在下不*敢自专．***现下天色已晚，各位都辛苦*了，今天就到此为止，他日*再到华山来共商大事．"
3630,"E2E","哼！岳不群这老贼平时道貌*岸然的样子，没想到城府这*麽深．今天真的失算了．*小子，看你的样子，并不像*真的华山派弟子，*岳老儿是给了你多少好处？"
3631,"E2F","真是惭愧，我五岳剑派闹了*这麽多的风波，让少侠见笑*了．*左冷禅和岳不群这两人为争*权夺利，弄得五岳剑派人仰*马翻，我得和另外两位掌门*去制止他们．"
3632,"E30","多谢小兄弟那日鼎力相助，*岳某才得以顺利当上这五岳*派的掌门。"
3633,"E31","哼，我是上了你的当，原来*你才是处心积虑的要当这五*岳派的掌门！"
3634,"E32","小兄弟何必这么大火气，现*在我五岳派在武林中声势极*大，我岳某人正要做一番大*事业，小兄弟不如来帮帮我*吧。"
3635,"E33","哼，我才不会和你同流合污*呢，你是个彻头彻尾的伪君*子！"
3636,"E34","你要找林师弟和小师妹吗？*他们好像上思过崖那边去了*。"
3637,"E35","我的剑谱早已尽数交给你爹*爹了，自己没私自留下一招*半式，你又何必苦苦的跟着*我？"
3638,"E36","你老是疑心我爹爹图你的剑*谱，当真好没来由。你如此*损我爹爹，当我是甚么人了*？"
3639,"E37","哼，令狐冲在福州抢到了剑*谱，毕竟还是拿不去，却落*入了你爹爹手中……"
3640,"E38","不，不会的！爹爹说，剑谱*给大师哥拿了去，我曾求他*还给你，他说甚么也不肯。"
3641,"E39","现下说与你知，也不相干。*那日在福州，那几人抢了剑*谱，却被令狐冲杀死。剑谱*自然是令狐冲得去了。可是*当他身受重伤、昏迷不醒之*际，我搜他身上，剑谱却已*不知去向。剑谱既不在令狐*冲身上，定是给你爹娘取了*去。一回华山，我每晚都躲*在你爹娘卧室之侧的悬崖上*，要从他们的谈话之中，查*知剑谱的所在。"
3642,"E3A","每天晚上？你真有毅力。"
3643,"E3B","为报大仇，不得不然。有一*天晚上，你妈妈问你爹爹你*为何要冤枉冲儿偷了我的辟*邪剑谱？说那日令狐冲受伤*昏迷，你妈妈替他止血治伤*时，曾经看到过剑谱，第二*次替他换药，那剑谱就不见*了，其时令狐冲仍然昏迷未*醒。那段时候除了你父母二*人，并无别人进房。还说你*爹爹苦心焦虑，为了保全本*派。只是那辟邪剑法练之有*损无益，劝你爹爹万万不要*修炼。你爹爹说要听你娘的*劝，找时间就设法把剑谱交*给我，再慢慢想法替令狐冲*洗刷清白。你娘说这剑谱于*人有损，不可让我见到，让*你爹爹毁去为是。你爹爹同*意把剑谱毁去，然后立刻开*窗把剑谱扔下天生崖，老天*有眼，剑谱挂在树丫上，我*捡了回来。正是我家祖传的*辟邪剑谱。"
3644,"E3C","妈妈只道爹爹将剑谱掷入了*天声峡中，其实爹爹早将剑*法记熟，剑谱于他已然无用*，却让你因此而学得了剑法*，是不是？嗯，天意如此。*冥冥之中，老天爷一切早有*安排，要你由此而报你父母*的仇了。那……那……那也*很好，也好。"
